,Mnemonic,SpeciesNANme,OrigiNANlSource,Site,Date,Tag,HeightOfMeasurement,Diameter,Height,CrowNANrea
236,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,11367,NAN,6.8,8.45,NAN
237,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000219,277369,1.31,2.397038172,3.65,NAN
238,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000213,98400,1.3,3.491481061,5.3,NAN
239,alsebl,Alseis blackiaNAN,MullerLandauBCI2014,BCI50ha,20150923,6561,4,39.8,28.32600021,80.3
240,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000221,3130,0.98,1.400511335,2.35,1.217367153
241,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,6561,NAN,39.8,23.3,NAN
242,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,1082,NAN,45.5,34.1,NAN
243,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,2354,NAN,61.5,21.9,NAN
244,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,5290,NAN,1.9,3.12,NAN
245,alsebl,Alseis blackiaNAN,SpiroBCI1993,BCI50ha,NAN,165783,NAN,21.1,22.69,33.59273609
246,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000221,3133,1.33,1.308532002,2.65,1.947787445
247,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,1813,NAN,36.7,22.83,NAN
248,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000408,302076,1.31,5.388063381,6.05,NAN
249,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,2423,NAN,48,23.86,NAN
250,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,3415,NAN,29.6,25.6,NAN
251,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000209,12286,1.32,2.145853676,3.85,NAN
252,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,5066,NAN,10.9,10.5,NAN
253,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,6108,NAN,16.1,11.46,NAN
254,alsebl,Alseis blackiaNAN,SpiroBCI1993,BCI50ha,NAN,191413,NAN,1.8,3.77,0.528101725
255,alsebl,Alseis blackiaNAN,WrightBCI2007,BCI50ha,NAN,2933,NAN,91.1,30.98757283,58.70723684
256,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,11159,NAN,2.8,6.83,NAN
257,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,21465,NAN,15.5,13.3,NAN
258,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,5330,NAN,10.5,11.74,NAN
259,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,905,NAN,24.7,21.26,NAN
260,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000224,3165,1.12,0.845275103,2,0.176714587
261,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,2797,NAN,33.1,18,NAN
262,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,8451,NAN,1,3.74,NAN
263,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,931,NAN,42.5,19.46,NAN
264,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,5718,NAN,14.2,13.18,NAN
265,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000308,516086,1.3,0.748227906,2.1,0.306305284
266,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,3615,NAN,22.5,13.09,NAN
267,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000422,45698,1.3,1.720276141,3.7,NAN
268,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,4690,NAN,33.3,20.81,NAN
269,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,2478,NAN,25.8,15.61,NAN
270,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,25227,NAN,25.3,20.9,NAN
271,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,10524,NAN,1.2,3.79,NAN
272,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000422,441289,1.23,1.587381492,3.25,0.117809725
273,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,8273,NAN,10.3,12.94,NAN
274,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000225,3147,1.32,1.496066843,3.3,0.981747704
275,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,2825,NAN,23.6,15.24,NAN
276,alsebl,Alseis blackiaNAN,WrightBCI2007,BCI50ha,NAN,847,NAN,75,34.90259343,128.1058136
277,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000313,131221,1.3,1.433291666,3.25,0.973893723
278,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,4450,NAN,13,13.29,NAN
279,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,3492,NAN,27.1,16.4,NAN
280,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000228,3180,1.29,1.465328973,3.1,1.884955592
281,alsebl,Alseis blackiaNAN,MullerLandauBCI2014,BCI50ha,20150822,1082,4.2,45.5,31.29999924,50.2
282,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000408,440042,1.28,1.247500701,2.5,0.106028752
283,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,3758,NAN,28.9,18.18,NAN
284,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,311,NAN,23.2,19.66,NAN
285,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,3551,NAN,29,20.36,NAN
286,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000309,282298,1.29,1.438165498,3.25,NAN
287,alsebl,Alseis blackiaNAN,WrightBCI2007,BCI50ha,NAN,1312,NAN,70.5,21.6482362,180.6236901
288,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,11259,NAN,1.1,3.18,NAN
289,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,2470,NAN,37.6,22.2,NAN
290,alsebl,Alseis blackiaNAN,SpiroBCI1993,BCI50ha,NAN,6197,NAN,41,26.75,53.06809726
291,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,3554,NAN,45.6,26.6,NAN
292,alsebl,Alseis blackiaNAN,SpiroBCI1993,BCI50ha,NAN,5234,NAN,46.4,31.71,76.35609529
293,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,3731,NAN,29.7,20,NAN
294,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,122629,NAN,24.4,25.2,NAN
295,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000409,60852,1.33,1.067730303,2.7,0.082466807
296,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000214,117454,1.31,1.621053361,4,NAN
297,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,2467,NAN,50.6,26.4,NAN
298,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000216,526336,1.3,1.096044707,2.15,NAN
299,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,228561,NAN,15.5,15.7,NAN
300,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,8313,NAN,1,2.76,NAN
301,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,7764,NAN,54,20.9,NAN
302,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000212,63966,1.25,1.736221472,2.1,NAN
303,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,9620,NAN,10,12.99,NAN
304,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,1782,NAN,12.9,19.81,NAN
305,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000301,200227,1.3,1.993102105,4.45,0.812887099
306,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,46828,NAN,1.2,3.12,NAN
307,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,3741,NAN,29.5,15.8,NAN
308,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,8008,NAN,2.4,4.52,NAN
309,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,11210,NAN,1.8,4.32,NAN
310,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,510,NAN,20,12.62,NAN
311,alsebl,Alseis blackiaNAN,MullerLandauBCI2014,BCI50ha,20150910,2467,4.04,50.6,27.36100006,75.1
312,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,172161,NAN,14.7,10.3,NAN
313,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000213,98380,1.3,2.632033434,4.4,NAN
314,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000302,412041,1.3,1.357703576,2.25,0.027488936
315,alsebl,Alseis blackiaNAN,SpiroBCI1993,BCI50ha,NAN,170903,NAN,5.5,5.55,4.448809357
316,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,9152,NAN,2.4,4.2,NAN
317,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000210,27370,1.3,1.31980491,1.91,NAN
318,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,3602,NAN,44.7,27.4,NAN
319,alsebl,Alseis blackiaNAN,SpiroBCI1993,BCI50ha,NAN,197894,NAN,8.7,13.23,8.656972716
320,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000223,505939,1.32,1.111647426,2.45,1.099557429
321,alsebl,Alseis blackiaNAN,SpiroBCI1993,BCI50ha,NAN,191214,NAN,2.2,6.13,1.862650284
322,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,5621,NAN,12.4,15.54,NAN
323,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,2528,NAN,39.1,20.8,NAN
324,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,6102,NAN,17,12.87,NAN
325,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,3247,NAN,32.7,16.9,NAN
326,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,1138,NAN,31.6,20.66,NAN
327,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,2210,NAN,69.2,30.15,NAN
328,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000219,219034,1.3,1.289283134,2.25,NAN
329,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,1723,NAN,28,18.34,NAN
330,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,3707,NAN,24.3,19.99,NAN
331,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,5257,NAN,41.8,23.1,NAN
332,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,165783,NAN,28.5,22.1,NAN
333,alsebl,Alseis blackiaNAN,SpiroBCI1993,BCI50ha,NAN,191331,NAN,3.2,6.2,1.246898124
334,alsebl,Alseis blackiaNAN,SpiroBCI1993,BCI50ha,NAN,157081,NAN,14.7,12.38,8.866831105
335,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,9170,NAN,3.2,6.34,NAN
336,alsebl,Alseis blackiaNAN,MullerLandauBCI2014,BCI50ha,20150625,2933,3.5,90.4,37.79000092,119.2
337,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,4469,NAN,25.4,22.1,NAN
338,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,1703,NAN,29.1,17.96,NAN
339,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000419,439342,1.31,1.38813544,2.15,0.003926991
340,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,46855,NAN,1.7,4,NAN
341,alsebl,Alseis blackiaNAN,SpiroBCI1993,BCI50ha,NAN,205855,NAN,5.4,5.42,4.154756284
342,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,259254,NAN,22.4,17.8,NAN
343,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000409,439188,1.28,1.04533631,2.65,0.078539816
344,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,1147,NAN,43.7,20.26,NAN
345,alsebl,Alseis blackiaNAN,SpiroBCI1993,BCI50ha,NAN,170726,NAN,2.7,5.37,1.207628216
346,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,4528,NAN,49.1,29.2,NAN
347,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,11615,NAN,1,3.35,NAN
348,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,8076,NAN,41.6,20.1,NAN
349,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,3135,NAN,39.6,25.7,NAN
350,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,3128,NAN,33.5,17.21,NAN
351,alsebl,Alseis blackiaNAN,SpiroBCI1993,BCI50ha,NAN,6561,NAN,31.3,23.02,74.20316184
352,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,2275,NAN,53.4,23.7,NAN
353,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,5160,NAN,14.3,14.99,NAN
354,alsebl,Alseis blackiaNAN,SpiroBCI1993,BCI50ha,NAN,5956,NAN,48.5,26.71,133.9603382
355,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,5316,NAN,43.7,20,NAN
356,alsebl,Alseis blackiaNAN,WrightGigante1998,Gigante,NAN,47651,NAN,1.9,4.22,NAN
357,alsebl,Alseis blackiaNAN,MullerLandauBCI2014,BCI50ha,20150920,5257,3,41.8,23.01799965,68.9
358,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,3600,NAN,43.1,30,NAN
359,alsebl,Alseis blackiaNAN,MullerLandauBCI2000,BCI50ha,NAN,172153,NAN,21.9,17.6,NAN
360,alsebl,Alseis blackiaNAN,MullerLandauBCI1996,BCI50ha,20000228,3182,1.3,0.886188468,2.4,0.357356164
361,amaico,Amaioua corymbosa,WrightGigante1998,Gigante,NAN,9049,NAN,7.7,9.65,NAN
362,amaico,Amaioua corymbosa,WrightBCI2007,BCI50ha,NAN,45354,NAN,12.6,12.7,12.54543539
363,amaico,Amaioua corymbosa,WrightBCI2007,BCI50ha,NAN,125477,NAN,4.9,8.66,10.27796089
364,amaico,Amaioua corymbosa,WrightGigante1998,Gigante,NAN,7994,NAN,2.1,4.29,NAN
365,amaico,Amaioua corymbosa,WrightGigante1998,Gigante,NAN,10173,NAN,2.1,5.08,NAN
366,amaico,Amaioua corymbosa,MullerLandauBCI2000,BCI50ha,NAN,45354,NAN,13.1,11.9,NAN
367,amaico,Amaioua corymbosa,WrightGigante1998,Gigante,NAN,10238,NAN,1.1,3.38,NAN
368,amaico,Amaioua corymbosa,WrightGigante1998,Gigante,NAN,6543,NAN,7.4,12.23,NAN
369,amaico,Amaioua corymbosa,WrightBCI2007,BCI50ha,NAN,125409,NAN,9.7,10.15,12.94618917
370,amaico,Amaioua corymbosa,WrightGigante1998,Gigante,NAN,6327,NAN,5.3,9.02,NAN
371,amaico,Amaioua corymbosa,WrightGigante1998,Gigante,NAN,4059,NAN,11.5,16.89,NAN
372,amaico,Amaioua corymbosa,WrightGigante1998,Gigante,NAN,8277,NAN,12.3,13.39,NAN
373,amaico,Amaioua corymbosa,MullerLandauBCI2000,BCI50ha,NAN,133946,NAN,5.1,8.37,NAN
374,amaico,Amaioua corymbosa,WrightGigante1998,Gigante,NAN,5957,NAN,13.8,17.81,NAN
375,amaico,Amaioua corymbosa,WrightGigante1998,Gigante,NAN,8326,NAN,6.9,7.15,NAN
376,amaico,Amaioua corymbosa,WrightBCI2007,BCI50ha,NAN,125212,NAN,6.5,8.73,11.17759522
377,amaico,Amaioua corymbosa,WrightGigante1998,Gigante,NAN,46956,NAN,1.1,2.9,NAN
378,amaico,Amaioua corymbosa,WrightGigante1998,Gigante,NAN,10002,NAN,1.5,3.85,NAN
379,amaico,Amaioua corymbosa,WrightGigante1998,Gigante,NAN,11509,NAN,1.1,2.9,NAN
380,amaico,Amaioua corymbosa,MullerLandauBCI2000,BCI50ha,NAN,146150,NAN,3.6,7.62,NAN
381,amaico,Amaioua corymbosa,WrightGigante1998,Gigante,NAN,855,NAN,2.9,6.7,NAN
382,amaico,Amaioua corymbosa,WrightBCI2007,BCI50ha,NAN,45551,NAN,7.4,NAN,NAN
383,amaico,Amaioua corymbosa,WrightGigante1998,Gigante,NAN,9063,NAN,9.5,10.34,NAN
384,amaico,Amaioua corymbosa,WrightGigante1998,Gigante,NAN,47288,NAN,2.1,5.3,NAN
385,amaico,Amaioua corymbosa,WrightBCI2007,BCI50ha,NAN,155361,NAN,4.9,8.8,5.391287153
386,amaico,Amaioua corymbosa,WrightGigante1998,Gigante,NAN,5893,NAN,2.3,4.84,NAN
387,aNANcex,ANANcardium excelsum,MullerLandauBCI2000,BCI50ha,NAN,556,NAN,84,41.7,NAN
388,aNANcex,ANANcardium excelsum,MullerLandauBCI2000,BCI50ha,NAN,17,NAN,166,37.9,NAN
389,aNANcex,ANANcardium excelsum,MullerLandauBCI2014,BCI50ha,20150522,5197,3.5,185.3,37.95500183,814.6
390,aNANcex,ANANcardium excelsum,MullerLandauBCI2000,BCI50ha,NAN,2425,NAN,106.6,34.6,NAN
391,aNANcex,ANANcardium excelsum,WrightBCI2007,BCI50ha,NAN,7056,NAN,155.5,29.73128227,NAN
392,aNANcex,ANANcardium excelsum,MullerLandauBCI2014,BCI50ha,20150518,379,5.2,197.5,38.91799927,565.8
393,aNANcex,ANANcardium excelsum,BohlmanBCI1997,BCI50ha,NAN,4880,NAN,91.5,36.9,435.2139409
394,aNANcex,ANANcardium excelsum,MullerLandauBCI2000,BCI50ha,NAN,7056,NAN,159.4,29.1,NAN
395,aNANcex,ANANcardium excelsum,MullerLandauBCI2014,BCI50ha,20150603,556,4.05,84,41.10599899,198.4
396,aNANcex,ANANcardium excelsum,MullerLandauBCI2000,BCI50ha,NAN,4717,NAN,94.7,37.16461936,NAN
397,aNANcex,ANANcardium excelsum,BohlmanBCI1997,BCI50ha,NAN,5678,NAN,193,37.9,581.0689772
398,aNANcex,ANANcardium excelsum,MullerLandauBCI2014,BCI50ha,20150622,6259,1.3,155.7,38.86800003,443.6
399,aNANcex,ANANcardium excelsum,WrightBCI2007,BCI50ha,NAN,17,NAN,165.6,33.31439407,390.9210188
400,aNANcex,ANANcardium excelsum,MullerLandauBCI2014,BCI50ha,20150522,5678,3,188,37.54399872,803.5
401,aNANcex,ANANcardium excelsum,WrightBCI2007,BCI50ha,NAN,5197,NAN,185.1,35.36654079,482.013025
402,aNANcex,ANANcardium excelsum,BohlmanBCI1997,BCI50ha,NAN,7056,NAN,147.1,28.9,186.7491479
403,aNANcex,ANANcardium excelsum,MullerLandauBCI2000,BCI50ha,NAN,5197,NAN,185.3,38.6,NAN
404,aNANcex,ANANcardium excelsum,WrightBCI2007,BCI50ha,NAN,22,NAN,176.2,35.34153691,476.9352387
405,aNANcex,ANANcardium excelsum,MullerLandauBCI2014,BCI50ha,20150603,87,1.3,94.1,33.5870018,250.2
406,aNANcex,ANANcardium excelsum,BohlmanBCI1997,BCI50ha,NAN,4306,NAN,114.3,37.9,387.7733786
407,aNANcex,ANANcardium excelsum,MullerLandauBCI2000,BCI50ha,NAN,4306,NAN,132.5,40.5,NAN
408,aNANcex,ANANcardium excelsum,MullerLandauBCI2000,BCI50ha,NAN,1152,NAN,122,40.3,NAN
409,aNANcex,ANANcardium excelsum,BohlmanBCI1997,BCI50ha,NAN,5197,NAN,187.4,38.9,956.622817
410,aNANcex,ANANcardium excelsum,MullerLandauBCI2000,BCI50ha,NAN,6259,NAN,155.7,36.1,NAN
411,aNANcex,ANANcardium excelsum,MullerLandauBCI2000,BCI50ha,NAN,87,NAN,94.1,32.7,NAN
412,aNANcex,ANANcardium excelsum,MullerLandauBCI2000,BCI50ha,NAN,4717,NAN,98.2,37.3,NAN
413,aNANcex,ANANcardium excelsum,MullerLandauBCI2000,BCI50ha,NAN,3721,NAN,123.9,40,NAN
414,aNANcex,ANANcardium excelsum,MullerLandauBCI2000,BCI50ha,NAN,1164,NAN,135.6,37.1,NAN
415,aNANcex,ANANcardium excelsum,MullerLandauBCI2014,BCI50ha,20150618,7056,3.8,159.4,34.15499878,228
416,aNANcex,ANANcardium excelsum,MullerLandauBCI2000,BCI50ha,NAN,22,NAN,179.7,31.3,NAN
417,aNANcex,ANANcardium excelsum,MullerLandauBCI2000,BCI50ha,NAN,379,NAN,197.5,39.7,NAN
418,aNANcex,ANANcardium excelsum,MullerLandauBCI2014,BCI50ha,20150402,2425,3,106.6,33.49399948,809.9
419,aNANcex,ANANcardium excelsum,MullerLandauBCI2000,BCI50ha,NAN,5678,NAN,188,37.9,NAN
420,aNANcex,ANANcardium excelsum,MullerLandauBCI2000,BCI50ha,NAN,3870,NAN,112.3,40.4,NAN
421,aNANcex,ANANcardium excelsum,MullerLandauBCI2014,BCI50ha,20150522,4717,3.4,98.2,38.74399948,235.9
422,aNANcex,ANANcardium excelsum,MullerLandauBCI2014,BCI50ha,20150919,4306,1.3,132.5,40.0320015,498.7
423,aNANcex,ANANcardium excelsum,WrightBCI2007,BCI50ha,NAN,379,NAN,196.1,38.65255976,356.9967661
424,aNANcex,ANANcardium excelsum,MullerLandauBCI2014,BCI50ha,20150522,4880,3.5,98.2,37.65999985,329.2
425,aNANcex,ANANcardium excelsum,MullerLandauBCI2000,BCI50ha,NAN,5078,NAN,77.9,31.14544743,NAN
426,aNANcex,ANANcardium excelsum,MullerLandauBCI2000,BCI50ha,NAN,4955,NAN,152.5,36.2,NAN
427,aNANcex,ANANcardium excelsum,MullerLandauBCI2014,BCI50ha,20150624,4955,1.3,152.5,40.0909996,696.1
428,aNANcex,ANANcardium excelsum,MullerLandauBCI2014,BCI50ha,20150330,3870,3.1,112.3,38.70999908,243.3
429,aNANcex,ANANcardium excelsum,MullerLandauBCI2014,BCI50ha,20150518,17,3.4,166,42.50299835,735.8
430,aNANcex,ANANcardium excelsum,MullerLandauBCI2014,BCI50ha,20150518,22,1.9,179.7,38.14099884,407.6
431,aNANcex,ANANcardium excelsum,MullerLandauBCI2000,BCI50ha,NAN,4880,NAN,98.2,37.2,NAN
432,aNANcex,ANANcardium excelsum,WrightBCI2007,BCI50ha,NAN,5678,NAN,186.9,38.28274742,659.7229168
433,andiin,Andira inermis,WrightBCI2007,BCI50ha,NAN,107039,NAN,17.3,12.45,19.47818861
434,andiin,Andira inermis,WrightBCI2007,BCI50ha,NAN,156113,NAN,28.5,29.43364221,61.97860523
435,andiin,Andira inermis,MullerLandauBCI2000,BCI50ha,NAN,8162,NAN,44.5,28.2,NAN
436,andiin,Andira inermis,MullerLandauBCI2000,BCI50ha,NAN,41129,NAN,11,10.9,NAN
437,andiin,Andira inermis,WrightBCI2007,BCI50ha,NAN,32157,NAN,16.9,13.67,9.146084331
438,andiin,Andira inermis,WrightBCI2007,BCI50ha,NAN,8162,NAN,37.2,27.67234487,78.94425472
439,annoac,AnnoNAN acumiNANta,WrightBCI2007,BCI50ha,NAN,163439,NAN,5,6.61,5.47391104
440,annoac,AnnoNAN acumiNANta,WrightBCI2007,BCI50ha,NAN,251187,NAN,5.1,8,NAN
441,annoac,AnnoNAN acumiNANta,WrightBCI2007,BCI50ha,NAN,207204,NAN,4.9,NAN,NAN
442,annoac,AnnoNAN acumiNANta,WrightBCI2007,BCI50ha,NAN,58531,NAN,6.3,12.73,1.935927933
443,annoac,AnnoNAN acumiNANta,WrightBCI2007,BCI50ha,NAN,281225,NAN,5.5,5.59,13.60812765
444,annoac,AnnoNAN acumiNANta,WrightBCI2007,BCI50ha,NAN,135388,NAN,4.9,NAN,NAN
445,annoac,AnnoNAN acumiNANta,WrightBCI2007,BCI50ha,NAN,203755,NAN,6.4,8.93,20.32819068
446,apeime,Apeiba membraNANcea,MullerLandauBCI2000,BCI50ha,NAN,7082,NAN,89.4,32.7,NAN
447,apeime,Apeiba membraNANcea,WrightGigante1998,Gigante,NAN,353,NAN,64.2,23.11,NAN
448,apeime,Apeiba membraNANcea,WrightGigante1998,Gigante,NAN,5655,NAN,12.5,14.25,NAN
449,apeime,Apeiba membraNANcea,WrightGigante1998,Gigante,NAN,10994,NAN,15.6,15.21,NAN
450,apeime,Apeiba membraNANcea,WrightGigante1998,Gigante,NAN,1565,NAN,33.9,20.21,NAN
451,apeime,Apeiba membraNANcea,WrightGigante1998,Gigante,NAN,15,NAN,29.3,22.66,NAN
452,apeime,Apeiba membraNANcea,WrightBCI2007,BCI50ha,NAN,7082,NAN,88.2,26.89916796,290.8231625
453,apeime,Apeiba membraNANcea,WrightGigante1998,Gigante,NAN,3297,NAN,23.3,10.26,NAN
454,apeime,Apeiba membraNANcea,MullerLandauBCI2000,BCI50ha,NAN,1135,NAN,72.5,29.5,NAN
455,apeime,Apeiba membraNANcea,WrightGigante1998,Gigante,NAN,6587,NAN,3.3,6,NAN
456,apeime,Apeiba membraNANcea,WrightGigante1998,Gigante,NAN,1470,NAN,61.1,23.04,NAN
457,apeime,Apeiba membraNANcea,WrightGigante1998,Gigante,NAN,4447,NAN,13,15.99,NAN
458,apeime,Apeiba membraNANcea,MullerLandauBCI2000,BCI50ha,NAN,4122,NAN,79.5,27.1,NAN
459,apeime,Apeiba membraNANcea,WrightGigante1998,Gigante,NAN,1129,NAN,56.3,27.3,NAN
460,apeime,Apeiba membraNANcea,MullerLandauBCI2000,BCI50ha,NAN,156272,NAN,50.7,23.8,NAN
461,apeime,Apeiba membraNANcea,MullerLandauBCI2000,BCI50ha,NAN,2133,NAN,48,24.5,NAN
462,apeime,Apeiba membraNANcea,MullerLandauBCI2000,BCI50ha,NAN,6757,NAN,43.6,25.3,NAN
463,apeime,Apeiba membraNANcea,WrightGigante1998,Gigante,NAN,3752,NAN,71.2,26.21,NAN
464,apeime,Apeiba membraNANcea,MullerLandauBCI2000,BCI50ha,NAN,4586,NAN,42.5,23.8,NAN
465,apeime,Apeiba membraNANcea,WrightGigante1998,Gigante,NAN,11874,NAN,5.6,10.54,NAN
466,apeime,Apeiba membraNANcea,MullerLandauBCI2000,BCI50ha,NAN,8048,NAN,55.1,29.3,NAN
467,apeime,Apeiba membraNANcea,WrightGigante1998,Gigante,NAN,3255,NAN,27.6,18.54,NAN
468,apeime,Apeiba membraNANcea,WrightGigante1998,Gigante,NAN,973,NAN,39.5,21.96,NAN
469,apeime,Apeiba membraNANcea,WrightGigante1998,Gigante,NAN,2563,NAN,37,23.41,NAN
470,apeime,Apeiba membraNANcea,WrightGigante1998,Gigante,NAN,994,NAN,75.1,32.02,NAN
471,apeime,Apeiba membraNANcea,WrightBCI2007,BCI50ha,NAN,7365,NAN,83.7,25.96369932,NAN
